UPC1,Descrption,Price,QOH,Tax,Category,Sub Category ,Sub Category 2,Sub Category 3 ,Vendor 
40000003811,Distressed Denim Shorts,31,3,Yes,Apparel,Bottom,,,
40000003829,Piko Tank,24,5,Yes,Apparel,Top,,,
40000003830,White Vest,49,1,Yes,Apparel,Top,,,
40000003833,Turq/Navy Print Maxi,49,1,Yes,Apparel,Dress,,,
40000003834,Taupe/Melon Maxi,41,1,Yes,Apparel,Dress,,,
40000003835,Turq/Wht Dress,41,2,Yes,Apparel,Dress,,,
40000003843,Black Top,41,1,Yes,Apparel,Top,,,
40000003845,Pink Tye Dye,41,1,Yes,Apparel,Top,,,
40000003847,Peacock Top,41,1,Yes,Apparel,Top,,,
40000003852,Coral Top,46,1,Yes,Apparel,Top,,,
40000003857,Navy Print Blouse,49,1,Yes,Apparel,Top,,,
40000003862,Navy Top,52,1,Yes,Apparel,Top,,,
40000003863,Spring Purple Top,49,1,Yes,Apparel,Top,,,
40000003864,Black Top,44,2,Yes,Apparel,Top,,,
40000003867,Ash Blonde Top,49,3,Yes,Apparel,Top,,,
40000003868,Doe & Rae Dressw,52,1,Yes,Apparel,Dress,,,
40000003869,Hem&Thread Mixed Print Dress,44,1,Yes,Apparel,Dress,,,
40000003870,Hem&Thread Grey/Purp Top,45,4,Yes,Apparel,Top,,,
40000003896,Coral High Low,28,2,Yes,Apparel,Top,,,
40000003900,Black Printes Maxi,37,1,Yes,Apparel,Dress,,,
40000003901,Tie up Top with Lace,39,2,Yes,Apparel,Top,,,
40000003906,Dust Pink Cover,27,1,Yes,Apparel,Top,,,
40000003919,Wide Strap Wrap Dress,94,2,Yes,Apparel,Dress,,,
40000003921,Layered Tunic,84,1,Yes,Apparel,Top,,,
40000003922,Dress,99,2,Yes,Apparel,Dress,,,
40000003927,Tank Strap Dress,84,3,Yes,Apparel,Dress,,,
40000003938,Print Romper,68,4,Yes,Apparel,Romper,,,
40000003939,All Over Lace Kimono,43,1,Yes,Apparel,Top,,,
40000003940,Floral Prined Top,39,1,Yes,Apparel,Top,,,
40000003942,Beach Wrap,20,2,Yes,Apparel,Top,,,
40000003953,Asymmetrical Sandal,24,1,Yes,Footwear,Sandel,,,
40000003954,Chambray Pant,69,1,Yes,Apparel,Bottom,,,
40000003957,Flower Print Top,49,2,Yes,Apparel,Top,,,
40000003958,Asymmetrical Lace Tank,37,1,Yes,Apparel,Top,,,
40000003966,Navy/Print,58,2,Yes,Apparel,,,,
40000003971,Mint Dress,62,1,Yes,Apparel,Dress,,,
40000003972,Mint Dress,62,2,Yes,Apparel,Dress,,,
40000003991,3/4 Sleeve Top,69,3,Yes,Apparel,Top,,,
40000003993,Black and White,52,2,Yes,Apparel,Top,,,
40000003994,Printed Island,49,3,Yes,Apparel,Top,,,
40000003995,Rio Denim,49,1,Yes,Apparel,Bottom,,,
40000003997,Open front Lace shirt,39,2,Yes,Apparel,Top,,,
40000003999,Crew Neck Slvls Top,96,1,Yes,Apparel,Top,,,
40000004001,Sky diver Lace,74,4,Yes,Apparel,,,,
40000004002,Layered Top,98,3,Yes,Apparel,,,,
40000004004,Sleeveless Blouse,98,4,Yes,Apparel,,,,
40000004006,Cha Cha Dress,120,4,Yes,Apparel,,,,
40000004007,2 Way Sweater,98,5,Yes,Apparel,Top,,,
40000004024,Tan Strap Sandal,32,5,Yes,Apparel,Top,,,
40000004029,V Neck Long Tunic,58,3,Yes,Apparel,Top,,,
40000004037,Nine Planet Dark,42,5,Yes,Apparel,Bottom,,,
40000004038,Nine Planet Dark,42,5,Yes,Apparel,Bottom,,,
40000004039,Ruching Front Cami Bra,15,8,Yes,Apparel,Bottom,,,
40000004040,Racerback Cami Bra,18,4,Yes,Apparel,Bottom,,,
40000004041,Basic Camisole,18,3,Yes,Apparel,Bottom,,,
40000004042,Calf Legging,18,1,Yes,Apparel,Bottom,,,
40000004043,Calf Legging X,26,2,Yes,Apparel,Bottom,,,
40000004044,Lace Tube Top,16,4,Yes,Apparel,Top,,,
40000004056,Maxi Skirt,49,2,Yes,Apparel,Bottom,,,
40000004091,Blue/White Top,38,3,Yes,Apparel,Top,,,
40000004092,Blue/White Top,38,1,Yes,Apparel,Top,,,
40000004098,Mutliples Top,49,1,Yes,Apparel,Top,,,
40000004099,Slimsations Bottom,59,5,Yes,Apparel,Bottom,,,
40000004100,Slimsations Bottom,69,3,Yes,Apparel,Bottom,,,
40000004103,Slimsations Bottom,54,4,Yes,Apparel,Bottom,,,
40000004118,Red Print Chain,49,2,Yes,Apparel,Bottom,,,
40000004126,Umgee Dress,49.99,2,Yes,Apparel,Dress,,,
40000004128,Isel Camel Aspen Top,59.99,2,Yes,Apparel,Top,,,
40000004129,SKY TOP ISLE,59.99,3,Yes,Apparel,Top,,,
40000004130,DOTS DRESS ISLE,89.99,2,Yes,Apparel,Dress,,,
40000004131,DENIM RUFFLES,29.99,1,Yes,Apparel,Top,,,
40000004135,PEACH LOVE LACE,46.99,1,Yes,Apparel,Top,,,
40000004137,TIEDIE BLOUSE,56.99,1,Yes,Apparel,Top,,,
40000004139,STRIPE POMPOM,39.99,1,Yes,Apparel,Top,,,
40000004141,JADE DOTS,41.99,2,Yes,Apparel,Top,,,
40000004142,PINK PRINT,46.99,1,Yes,Apparel,Top,,,
40000004143,NAVY STRIPES,41.99,1,Yes,Apparel,Top,,,
40000004144,WHITE SCALLOP,41.99,1,Yes,Apparel,Top,,,
40000004146,Denim Shorts,39.99,1,Yes,Apparel,Top,,,
40000004148,Printed Jumpsuit,54.99,2,Yes,Apparel,Top,,,
40000004170,Everly,48.99,2,Yes,Apparel,Top,,,
40000004176,Blush Noir,48.99,1,Yes,Apparel,Top,,,
40000004177,HAYDEN,49.99,4,Yes,Apparel,Top,,,
40000004198,Palazzo Pant,124.99,2,Yes,Apparel,Top,,,
40000004200,Ruffled Dress,122.99,3,Yes,Apparel,Dress,,,
40000004205,Laundered Sateen Top,64.99,1,Yes,Apparel,Top,,,
40000004206,Lace Extender,42.99,1,Yes,Apparel,Top,,,
40000004210,Cap Sleeve Multi Print,59,1,Yes,Apparel,,,,
40000004211,Layers Top,88.99,3,Yes,Apparel,,,,
40000004229,Woven Sleeveless Top,54.99,7,Yes,Apparel,Top,,,
40000004232,Woven Dress,58.99,1,Yes,Apparel,Dress,,,
40000004237,Landscape Piko,30,4,Yes,Apparel,Top,,,
40000004238,Tropical Piko,30,3,Yes,Apparel,Top,,,
40000004265,Lush Dress,49.99,2,Yes,Apparel,Dress,,,
40000004269,Gigis Handbag,29.99,3,Yes,Accessory,Handbags,,,
40000004270,Gigis Handbag,59.99,1,Yes,Accessory,Handbags,,,
40000004272,Gigis Handbag,52.99,1,Yes,Accessory,Handbags,,,
40000004273,Gigis Handbag,39.99,1,Yes,Accessory,Handbags,,,
40000004274,Gigis Handbag,52.99,2,Yes,Accessory,Handbags,,,
40000004275,Gigis Handbag,45.99,1,Yes,Accessory,Handbags,,,
40000004276,Gigis Handbag,39.99,1,Yes,Accessory,Handbags,,,
40000004277,Gigis Handbag,42.99,3,Yes,Accessory,Handbags,,,
40000004278,Gigis Handbags,39.99,3,Yes,Accessory,Handbags,,,
40000004280,Gigis Handbag,54.99,1,Yes,Accessory,Handbags,,,
40000004282,Gigis Handbag,59.99,1,Yes,Accessory,Handbags,,,
40000004283,Gigis Handbag,59,1,Yes,Accessory,Handbags,,,
40000004284,Gigis Handbag,59.99,1,Yes,Accessory,Handbags,,,
40000004287,Gigis Handbag,24.99,1,Yes,Accessory,Handbags,,,
40000004289,Gigis Handbag,64.99,3,Yes,Accessory,Handbags,,,
40000004290,Gigis Handbag,39.99,1,Yes,Accessory,Handbags,,,
40000004291,Gigis Handbag,29.99,2,Yes,Accessory,Handbags,,,
40000004299,Distressed Crop,79.99,2,Yes,Apparel,Bottom,,,
40000004300,White Flare,69.99,4,Yes,Apparel,Bottom,,,
40000004301,Destroyed Flare,79.99,3,Yes,Apparel,Bottom,,,
40000004302,Blu Pepper,39.99,4,Yes,Apparel,Top,,,
40000004303,Blu Pepper,39.99,1,Yes,Apparel,Top,,,
40000004317,Caramela Lace Top,42.99,2,Yes,Apparel,Top,,,
40000004318,Caramela Blush Top,42.99,2,Yes,Apparel,Top,,,
40000004319,Caramela Peach/Orange Top,42.99,2,Yes,Apparel,Top,,,
40000004320,Caramela Neon Royal Top,42.99,2,Yes,Apparel,Top,,,
40000004326,Caramela White Top,42.99,1,Yes,Apparel,Bottom,,,
40000004344,Blu Pepper Woven Pant,42.99,3,Yes,Apparel,Bottom,,,
40000004346,Blu Pepper Woven Skirt,34.99,2,Yes,Apparel,Bottom,,,
40000004348,Blu Pepper Woven Dress,32.99,2,Yes,Apparel,Dress,,,
40000004365,Entro,48.99,2,Yes,Apparel,Top,,,
40000004390,Wishlist Loose Front Tunic,48.99,3,Yes,Apparel,Top,,,
40000004392,Wishlist Loose Front Tunic,39.99,2,Yes,Apparel,Top,,,
40000004393,Wishlist V-Neck Top,39.99,6,Yes,Apparel,Top,,,
40000004394,Wishlist Basic Ruffled Hem Top,34.99,1,Yes,Apparel,Top,,,
40000004395,Wishlist Strappy Back Top,39.99,1,Yes,Apparel,Top,,,
40000004407,Navy Multi JKT,75.99,3,Yes,Apparel,Top,,,
40000004408,Rust Combo,49.99,3,Yes,Apparel,Top,,,
40000004409,Blk/Rust Cardi,49.99,3,Yes,Apparel,Top,,,
40000004410,Blk Open Cardi,49.99,1,Yes,Apparel,Top,,,
40000004411,Fringe Vest,49.99,5,Yes,Apparel,Top,,,
40000004420,ganz,39.99,1,Yes,Accessory,,,,
40000004421,ganz,12.99,1,Yes,Accessory,,,,
40000004422,ganz,26.99,1,Yes,Accessory,,,,
40000004433,Blue Pepper Burgundy Top,42.99,2,Yes,Apparel,Top,,,
40000004434,Blue Pepper Ivory Sleeveless T,34.99,1,Yes,Apparel,Top,,,
40000004435,Isle Navy Top,69.99,4,Yes,Apparel,Top,,,
40000004436,Isle True Blue Aspen Top,85.99,1,Yes,Apparel,Top,,,
40000004437,Isel Navajo Paisley Dress,119.99,4,Yes,Apparel,Dress,,,
40000004439,En Creme Long Sleeve Blush Tas,47.99,2,Yes,Apparel,Top,,,
40000004442,En Creme  Pink Dress,39.99,2,Yes,Apparel,Dress,,,
40000004443,En Creme  Olive Vest,52.99,1,Yes,Apparel,Top,,,
40000004444,En Creme  Pink Print Romper,42.99,1,Yes,Apparel,Romper,,,
40000004474,GT5 Olive L/S,39.99,2,Yes,Apparel,Top,,,
40000004479,NIKIBIKI Vintage Legging,37.99,2,Yes,Apparel,Bottom,,,
40000004514,Red Coat with Sequin,49.99,3,Yes,Apparel,Top,,,
40000004515,Moto Jacket Grey,49.99,3,Yes,Apparel,Top,,,
40000004516,Denim Tie Dress,54.99,3,Yes,Apparel,Dress,,,
40000004517,L/S 2 Pocket Top,42.99,6,Yes,Apparel,Top,,,
40000004518,Soft Cropped Jacket,52.99,6,Yes,Apparel,Top,,,
40000004529,denim flat with wrap tassel,24.99,9,Yes,Footwear,Flat,,,
40000004530,Tan/Wine Print Dress,49.99,1,Yes,Apparel,Dress,,,
40000004531,Black Dress,34.99,5,Yes,Apparel,Dress,,,
40000004532,En Creme White Top,37.99,3,Yes,Apparel,Top,,,
40000004535,POL Embroidered Vest,44.99,2,Yes,Apparel,Top,,,
40004987001,,24,1,Yes,,,,,
40005719001,,15,3,Yes,,,,,
40005721001,,8,2,Yes,,,,,
40005722001,,12,1,Yes,,,,,
40005815001,,16,1,Yes,,,,,
40005816001,,18,7,Yes,,,,,
