UPC1, Item, Descrption, Cost, Price, Category, SubCategory, SubCategory2, SubCategory3, Vendor, GR, GC, VR, VC, Total Inventory
1278902108,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902109,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902272,   , Freaker Feet ,0,18, Footwear  , Socks  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902275,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902395,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902396,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902414,   , Freaker Feet  ,0,18, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902607,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902658,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902724,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902733,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1278902744,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
1396435525,   , Gift Tags  ,0,1, Giftware  ,  ,  ,  , Papaya ,0,0,1,0,1
1503837226,   ,  ,0,218, Apparel ,  ,  ,  ,  ,0,0,0,2,2
5265100535,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5265100546,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5265100576,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5265100583,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5569600516,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5569600580,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
5569600596,   , Freaker ,0,12, Giftware  ,  ,  ,  , Freaker USA  ,0,0,1,0,1
8834353529,   ,  ,0,178, Apparel ,  ,  ,  ,  ,0,0,0,1,1
8834353558,   ,  ,0,178, Apparel , Bottom ,  ,  ,  ,0,0,0,2,2
9103711990,   ,  ,0,22,  ,  ,  ,  ,  ,0,0,0,1,1
9103736080,   ,  ,0,20,  ,  ,  ,  ,  ,0,0,0,1,1
9265701836,   ,  ,0,10, Giftware  ,  ,  ,  ,  ,0,0,1,0,1
9265702322,   ,  ,0,12,  ,  ,  ,  ,  ,0,0,0,1,1
9265702446,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,1,1
9265702447,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,2,2
9265702449,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,1,1
9265702450,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,2,2
9265702455,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,1,1
9265702456,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,1,1
9265702460,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,2,2
9265702469,   ,  ,0,12,  ,  ,  ,  ,  ,0,0,0,2,2
9265702534,   ,  ,0,5,  ,  ,  ,  ,  ,0,0,0,2,2
9492281667,   ,  ,0,8,  ,  ,  ,  , Fred&Friends ,0,0,0,1,1
9492281681,   ,  ,0,6,  ,  ,  ,  , Fred&Friends ,0,0,0,1,1
40000000013,141604,,$15.00 ,,,,,,,,,,,
40000000019,515301,,$15.50 ,,,,,,,,,,,
40000000021,1366332,,$11.25 ,,,,,,,,,,,
40000000022,11,,-,,,,,,,,,,,
40000000040,91,,-,,,,,,,,,,,
40000000044,10132,,$6.00 ,,,,,,,,,,,
40000000045,10119,,$6.00 ,,,,,,,,,,,
40000000047,50002,,$6.00 ,,,,,,,,,,,
40000000048,1012719,,$9.50 ,,,,,,,,,,,
40000000051,5077102,,$13.50 ,,,,,,,,,,,
40000000053,30900,,$2.75 ,,,,,,,,,,,
40000000056,538232,,$10.00 ,,,,,,,,,,,
40000000058,655311,,$16.25 ,,,,,,,,,,,
40000000062,248501,,$11.25 ,,,,,,,,,,,
40000000065,1368019,,$10.50 ,,,,,,,,,,,
40000000068,476523,,$8.45 ,,,,,,,,,,,
40000000069,340501,,$6.45 ,,,,,,,,,,,
40000000070,124004,,$13.50 ,,,,,,,,,,,
40000000072,6207,,$16.00 ,,,,,,,,,,,
40000000074,815603,,$11.65 ,,,,,,,,,,,
40000000077,8901,,$25.15 ,,,,,,,,,,,
40000000078,8916,,$25.15 ,,,,,,,,,,,
40000000081,1602,,$25.65 ,,,,,,,,,,,
40000000082,2101,,$15.65 ,,,,,,,,,,,
40000000084,5008,,$21.65 ,,,,,,,,,,,
40000000086,100.808,,$14.00 ,,,,,,,,,,,
40000000087,1000826,,$15.50 ,,,,,,,,,,,
40000000088,1003808,,$14.00 ,,,,,,,,,,,
40000000089,1008001,,$15.50 ,,,,,,,,,,,
40000000092,867711,,$22.00 ,,,,,,,,,,,
40000000094,532328,,$16.00 ,,,,,,,,,,,
40000000095,114802,,$18.00 ,,,,,,,,,,,
40000000098,1013916,,$7.50 ,,,,,,,,,,,
40000000099,5074801,,$14.50 ,,,,,,,,,,,
40000000101,7009101,,$7.50 ,,,,,,,,,,,
40000000102,7009108,,$7.50 ,,,,,,,,,,,
40000000103,7009111,,$7.50 ,,,,,,,,,,,
40000000108,106301,,$13.00 ,,,,,,,,,,,
40000000113,8357809,,$18.00 ,,,,,,,,,,,
40000000116,23400,,$2.00 ,,,,,,,,,,,
40000000122,1012118,,$14.00 ,,,,,,,,,,,
40000000128,274818,,$11.75 ,,,,,,,,,,,
40000000138,5077718,,$13.00 ,,,,,,,,,,,
40000000147,541704,,$9.75 ,,,,,,,,,,,
40000000151,73400,,$11.25 ,,,,,,,,,,,
40000000152,214928,,$15.50 ,,,,,,,,,,,
40000000153,65604,,$10.00 ,,,,,,,,,,,
40000000156,79130,,$8.25 ,,,,,,,,,,,
40000000157,6135001,,$21.25 ,,,,,,,,,,,
40000000159,112201,,-,,,,,,,,,,,
40000000161,112211,,-,,,,,,,,,,,
40000000162,112219,,$12.75 ,,,,,,,,,,,
40000000163,100219,,$7.75 ,,,,,,,,,,,
40000000166,112209,,-,,,,,,,,,,,
40000000167,112204,,$12.75 ,,,,,,,,,,,
40000000168,7563909,,$13.75 ,,,,,,,,,,,
40000000169,7563901,,$13.75 ,,,,,,,,,,,
40000000170,7563923,,$13.75 ,,,,,,,,,,,
40000000171,7563921,,$13.75 ,,,,,,,,,,,
40000000172,7563902,,$13.75 ,,,,,,,,,,,
40000000173,7563929,,$13.75 ,,,,,,,,,,,
40000000174,7428302,,$14.75 ,,,,,,,,,,,
40000000175,7428315,,$14.75 ,,,,,,,,,,,
40000000176,7428301,,$14.75 ,,,,,,,,,,,
40000000177,7428308,,$14.75 ,,,,,,,,,,,
40000000179,7585002,,-,,,,,,,,,,,
40000000180,7716901,,$16.75 ,,,,,,,,,,,
40000000181,8044102,,-,,,,,,,,,,,
40000000182,8445101,,$15.75 ,,,,,,,,,,,
40000000183,7948329,,-,,,,,,,,,,,
40000000185,6021217,,$19.75 ,,,,,,,,,,,
40000000186,6017917,,-,,,,,,,,,,,
40000000188,88120101,,$28.75 ,,,,,,,,,,,
40000000190,7664918,,$15.75 ,,,,,,,,,,,
40000000191,340502,,$20.75 ,,,,,,,,,,,
40000000194,6718521,,$16.75 ,,,,,,,,,,,
40000000195,8018002,,-,,,,,,,,,,,
40000000196,656101,,$13.75 ,,,,,,,,,,,
40000000197,771500,,$18.75 ,,,,,,,,,,,
40000000199,602300,,$19.75 ,,,,,,,,,,,
40000000200,627029,,$16.75 ,,,,,,,,,,,
40000000202,6346401,,$25.75 ,,,,,,,,,,,
40000000203,50101,,-,,,,,,,,,,,
40000000204,260401,,$35.00 ,,,,,,,,,,,
40000000205,260407,,$35.00 ,,,,,,,,,,,
40000000206,   ,  ,0,69,  ,  ,  ,  ,  ,0,1,0,0,1
40000000206,260403,,$35.00 ,,,,,,,,,,,
40000000207,260405,,$35.00 ,,,,,,,,,,,
40000000208,260601,,$35.00 ,,,,,,,,,,,
40000000209,260801,,$40.00 ,,,,,,,,,,,
40000000210,261207,,$37.50 ,,,,,,,,,,,
40000000211,25201,,$10.50 ,,,,,,,,,,,
40000000214,222004,,$17.00 ,,,,,,,,,,,
40000000215,5077708,,$13.00 ,,,,,,,,,,,
40000000218,5077727,,$13.00 ,,,,,,,,,,,
40000000219,7010101,,$12.50 ,,,,,,,,,,,
40000000221,11900615,,$15.50 ,,,,,,,,,,,
40000000247,350200,,$35.00 ,,,,,,,,,,,
40000000249,351719,,$35.00 ,,,,,,,,,,,
40000000251,351100,,$40.00 ,,,,,,,,,,,
40000000252,390519,,$20.00 ,,,,,,,,,,,
40000000258,45203,,-,,,,,,,,,,,
40000000262,   JS5014B96,,$44.00 ,,,,,,,,,,,
40000000268,8895080323,,$30.00 ,,,,,,,,,,,
40000000269,8896080301,,$30.00 ,,,,,,,,,,,
40000000270,96270578928,,$38.00 ,,,,,,,,,,,
40000000272,97870575401,,$41.00 ,,,,,,,,,,,
40000000273,5.05E+11,,$35.00 ,,,,,,,,,,,
40000000274,5.05E+11,,$28.00 ,,,,,,,,,,,
40000000275,5.05E+11,,$30.00 ,,,,,,,,,,,
40000000276,5216,,$23.00 ,,,,,,,,,,,
40000000289,6349801,,$8.50 ,,,,,,,,,,,
40000000290,6349827,,$8.50 ,,,,,,,,,,,
40000000293,6349828,,$8.50 ,,,,,,,,,,,
40000000296,11900616,,$15.75 ,,,,,,,,,,,
40000000297,330800,,$35.50 ,,,,,,,,,,,
40000000298,330500,,$35.50 ,,,,,,,,,,,
40000000300,331400,,$35.50 ,,,,,,,,,,,
40000000301,110521,,$21.25 ,,,,,,,,,,,
40000000302,6044301,,$21.25 ,,,,,,,,,,,
40000000303,78397801,,$21.25 ,,,,,,,,,,,
40000000304,61302801,,$21.25 ,,,,,,,,,,,
40000000305,31053301,,$21.25 ,,,,,,,,,,,
40000000306,781339515,,$20.35 ,,,,,,,,,,,
40000000307,781339516,,$20.35 ,,,,,,,,,,,
40000000308,131105511,,$21.25 ,,,,,,,,,,,
40000000310,301301,,$22.75 ,,,,,,,,,,,
40000000313,3260816,,$14.25 ,,,,,,,,,,,
40000000314,4250221,,$14.75 ,,,,,,,,,,,
40000000317,1530,,-,,,,,,,,,,,
40000000319,45021,,$25.25 ,,,,,,,,,,,
40000000321,300121,,$26.25 ,,,,,,,,,,,
40000000335,805401,,$13.75 ,,,,,,,,,,,
40000000340,102315,,$13.75 ,,,,,,,,,,,
40000000341,222402,,$11.00 ,,,,,,,,,,,
40000000346,764801,,$19.00 ,,,,,,,,,,,
40000000347,120004,,$13.75 ,,,,,,,,,,,
40000000353,109301,,$34.50 ,,,,,,,,,,,
40000000354,109302,,$34.50 ,,,,,,,,,,,
40000000355,109916,,$34.50 ,,,,,,,,,,,
40000000356,109915,,$34.50 ,,,,,,,,,,,
40000000357,79716,,$24.50 ,,,,,,,,,,,
40000000358,79729,,$24.50 ,,,,,,,,,,,
40000000359,106903,,$21.50 ,,,,,,,,,,,
40000000360,107501,,$26.50 ,,,,,,,,,,,
40000000361,113519,,$19.50 ,,,,,,,,,,,
40000000362,113509,,$19.50 ,,,,,,,,,,,
40000000363,113527,,$19.50 ,,,,,,,,,,,
40000000365,71401,,$26.50 ,,,,,,,,,,,
40000000366,113219,,$26.50 ,,,,,,,,,,,
40000000367,98108,,$36.50 ,,,,,,,,,,,
40000000368,111701,,$34.50 ,,,,,,,,,,,
40000000369,111704,,$34.50 ,,,,,,,,,,,
40000000376,6017908,,$19.70 ,,,,,,,,,,,
40000000377,11435116,,$14.70 ,,,,,,,,,,,
40000000378,5102528,,-,,,,,,,,,,,
40000000380,   ,  ,0,10,  ,  ,  ,  ,  ,5,1,0,0,6
40000000380,630010,,$3.00 ,,,,,,,,,,,
40000000381,   ,  ,0,12,  ,  ,  ,  ,  ,1,1,0,0,2
40000000381,635012,,$3.50 ,,,,,,,,,,,
40000000383,31111,,-,,,,,,,,,,,
40000000384,31104,,$23.17 ,,,,,,,,,,,
40000000385,31116,,-,,,,,,,,,,,
40000000388,167901,,$56.00 ,,,,,,,,,,,
40000000389,194801,,$35.00 ,,,,,,,,,,,
40000000390,194818,,$35.00 ,,,,,,,,,,,
40000000392,188003,,$50.00 ,,,,,,,,,,,
40000000393,197704,,$27.00 ,,,,,,,,,,,
40000000395,232500,,$7.25 ,,,,,,,,,,,
40000000397,352100,,$4.75 ,,,,,,,,,,,
40000000401,8392122,,$18.00 ,,,,,,,,,,,
40000000404,240330,,$10.50 ,,,,,,,,,,,
40000000405,240309,,$10.50 ,,,,,,,,,,,
40000000408,4822911,,$16.60 ,,,,,,,,,,,
40000000409,4823117,,$16.60 ,,,,,,,,,,,
40000000410,4843601,,$22.75 ,,,,,,,,,,,
40000000411,47798231,,-,,,,,,,,,,,
40000000418,520518,,$12.00 ,,,,,,,,,,,
40000000425,408101,,$4.80 ,,,,,,,,,,,
40000000426,408119,,$4.80 ,,,,,,,,,,,
40000000430,530908,,$20.25 ,,,,,,,,,,,
40000000437,3199101,,$14.00 ,,,,,,,,,,,
40000000439,260411,,$35.50 ,,,,,,,,,,,
40000000440,261701,,$40.50 ,,,,,,,,,,,
40000000441,261807,,$38.00 ,,,,,,,,,,,
40000000442,1302801,,$15.75 ,,,,,,,,,,,
40000000443,1311201,,$14.75 ,,,,,,,,,,,
40000000444,1311228,,$14.75 ,,,,,,,,,,,
40000000445,793502,,$9.50 ,,,,,,,,,,,
40000000446,793529,,$9.50 ,,,,,,,,,,,
40000000449,791303,,$8.00 ,,,,,,,,,,,
40000000450,791218,,$13.00 ,,,,,,,,,,,
40000000451,804100,,$11.00 ,,,,,,,,,,,
40000000457,807107,,$9.00 ,,,,,,,,,,,
40000000460,792718,,$13.00 ,,,,,,,,,,,
40000000462,514407,,$8.00 ,,,,,,,,,,,
40000000466,107326,,$11.25 ,,,,,,,,,,,
40000000468,713528,,$19.00 ,,,,,,,,,,,
40000000470,2000900,,$22.00 ,,,,,,,,,,,
40000000476,9100,,$14.50 ,,,,,,,,,,,
40000000477,9100,,$14.50 ,,,,,,,,,,,
40000000478,90900,,$23.50 ,,,,,,,,,,,
40000000479,78900,,$23.25 ,,,,,,,,,,,
40000000481,4847901,,$22.25 ,,,,,,,,,,,
40000000482,4795801,,-,,,,,,,,,,,
40000000483,107100,,$6.25 ,,,,,,,,,,,
40000000484,108900,,$6.00 ,,,,,,,,,,,
40000000486,346600,,$5.00 ,,,,,,,,,,,
40000000488,368200,,$5.00 ,,,,,,,,,,,
40000000489,460000,,$4.50 ,,,,,,,,,,,
40000000491,48000,,$6.00 ,,,,,,,,,,,
40000000492,48100,,$4.50 ,,,,,,,,,,,
40000000494,62900,,$4.50 ,,,,,,,,,,,
40000000495,626000,,$5.25 ,,,,,,,,,,,
40000000497,547100,,$4.75 ,,,,,,,,,,,
40000000499,404528,,$9.25 ,,,,,,,,,,,
40000000500,404530,,$9.25 ,,,,,,,,,,,
40000000501,404518,,$9.25 ,,,,,,,,,,,
40000000502,404527,,$9.25 ,,,,,,,,,,,
40000000503,404511,,$9.25 ,,,,,,,,,,,
40000000504,404501,,$9.25 ,,,,,,,,,,,
40000000505,413822,,$18.55 ,,,,,,,,,,,
40000000507,25029,,$14.55 ,,,,,,,,,,,
40000000510,233411,,$14.75 ,,,,,,,,,,,
40000000513,610607,,$15.75 ,,,,,,,,,,,
40000000514,1219011,,$20.00 ,,,,,,,,,,,
40000000518,661809,,$14.50 ,,,,,,,,,,,
40000000520,216529,,$15.00 ,,,,,,,,,,,
40000000524,545808,,$10.25 ,,,,,,,,,,,
40000000526,1121111,,$10.25 ,,,,,,,,,,,
40000000528,430400,,-,,,,,,,,,,,
40000000529,431708,,$45.50 ,,,,,,,,,,,
40000000531,96440516711,,$38.00 ,,,,,,,,,,,
40000000532,9729017627,,$25.50 ,,,,,,,,,,,
40000000533,97930582423,,$70.00 ,,,,,,,,,,,
40000000534,5.05E+11,,$38.00 ,,,,,,,,,,,
40000000535,8895080301,,$28.00 ,,,,,,,,,,,
40000000536,85490553701,,$20.00 ,,,,,,,,,,,
40000000537,85490553719,,$20.00 ,,,,,,,,,,,
40000000538,9320080301,,$28.00 ,,,,,,,,,,,
40000000541,582718,,$17.75 ,,,,,,,,,,,
40000000544,1019501,,$18.00 ,,,,,,,,,,,
40000000545,31818,,$14.75 ,,,,,,,,,,,
40000000546,20818,,$16.25 ,,,,,,,,,,,
40000000547,713208,,$21.50 ,,,,,,,,,,,
40000000553,584909,,$19.00 ,,,,,,,,,,,
40000000554,124001,,$14.00 ,,,,,,,,,,,
40000000555,458807,,$12.00 ,,,,,,,,,,,
40000000557,321207,,$13.50 ,,,,,,,,,,,
40000000560,787119,,$15.50 ,,,,,,,,,,,
40000000564,470312,,$17.50 ,,,,,,,,,,,
40000000565,421801,,$50.00 ,,,,,,,,,,,
40000000566,420912,,$35.00 ,,,,,,,,,,,
40000000567,421912,,-,,,,,,,,,,,
40000000568,511203,,$18.45 ,,,,,,,,,,,
40000000569,420322,,$35.00 ,,,,,,,,,,,
40000000570,420722,,$35.00 ,,,,,,,,,,,
40000000571,11916,,$25.25 ,,,,,,,,,,,
40000000572,11191601,,$25.25 ,,,,,,,,,,,
40000000576,188728,,$25.25 ,,,,,,,,,,,
40000000577,111916,,$25.25 ,,,,,,,,,,,
40000000582,9659016,,-,,,,,,,,,,,
